ACTRT3,ACTRT3,monkey
ACVR1,ACVR1,monkey
ACVR1B,ACVR1B,monkey
ACVR1C,ACVR1C,monkey
ACVR2A,ACVR2A,monkey
ACVR2B,ACVR2B,monkey
ACVRL1,ACVRL1,monkey
ACY3,ACY3,monkey
ADA2,ADA2,monkey
ADAD1,ADAD1,monkey
ADAD2,ADAD2,monkey
ADAL,ADAL,monkey
ADAM10,ADAM10,monkey
ADAM11,ADAM11,monkey
ADAM12,ADAM12,monkey
ADAM15,ADAM15,monkey
ADAM17,ADAM17,monkey
ADAM18,ADAM18,monkey
ADAM19,ADAM19,monkey
ADAM2,ADAM2,monkey
ADAM20,ADAM20,monkey
ADAM21,ADAM21,monkey
ADAM22,ADAM22,monkey
ADAM23,ADAM23,monkey
ADAM28,ADAM28,monkey
ADAM33,ADAM33,monkey
ADAM7,ADAM7,monkey
ADAM8,ADAM8,monkey
ADAM9,ADAM32,monkey
ADAM9,ADAM9,monkey
ADAMDEC1,ADAMDEC1,monkey
ADAMTS1,ADAMTS5,monkey
ADAMTS12,ADAMTS12,monkey
ADAMTS13,ADAMTS13,monkey
ADAMTS14,ADAMTS14,monkey
ADAMTS15,ADAMTS15,monkey
ADAMTS16,ADAMTS16,monkey
ADAMTS17,ADAMTS17,monkey
ADAMTS18,ADAMTS18,monkey
ADAMTS2,ADAMTS2,monkey
ADAMTS20,ADAMTS20,monkey
ADAMTS3,ADAMTS2,monkey
ADAMTS3,ADAMTS3,monkey
ADAMTS4,ADAMTS4,monkey
ADAMTS5,ADAMTS5,monkey
ADAMTS6,ADAMTS6,monkey
ADAMTS7,ADAMTS7,monkey
ADAMTS8,ADAMTS8,monkey
ADAMTS9,ADAMTS9,monkey
ADAMTSL1,ADAMTSL1,monkey
ADAMTSL2,ADAMTSL2,monkey
ADAMTSL3,ADAMTSL3,monkey
ADAMTSL4,ADAMTSL4,monkey
ADAMTSL5,ADAMTSL5,monkey
ADAP1,ADAP1,monkey
ADAP2,ADAP2,monkey
ADAR,ADAR,monkey
ADARB1,ADARB1,monkey
ADARB2,ADARB2,monkey
ADAT1,ADAT1,monkey
ADAT2,ADAT2,monkey
ADCK1,ADCK1,monkey
ADCK2,ADCK2,monkey
ADCK5,ADCK5,monkey
ADCY1,ADCY1,monkey
ADCY10,ADCY10,monkey
ADCY2,ADCY2,monkey
ADCY3,ADCY3,monkey
ADCY4,ADCY4,monkey
ADCY4,RIPK3,monkey
ADCY5,ADCY5,monkey
ADCY6,ADCY6,monkey
ADCY7,ADCY7,monkey
ADCY8,ADCY8,monkey
ADCY9,ADCY9,monkey
ADCYAP1R1,ADCYAP1R1,monkey
ADD1,ADD1,monkey
ADD2,ADD2,monkey
ADD3,ADD3,monkey
ADGB,ADGB,monkey
ADGRA1,ADGRA1,monkey
ADGRA2,ADGRA2,monkey
ADGRB1,ADGRB1,monkey
ADGRB2,ADGRB2,monkey
ADGRB3,ADGRB3,monkey
ADGRD1,ADGRD1,monkey
ADGRD2,ADGRD2,monkey
ADGRE1,ADGRE1,monkey
ADGRE2,ADGRE2,monkey
ADGRE3,ADGRE3,monkey
ADGRE5,ADGRE5,monkey
ADGRF1,ADGRF1,monkey
ADGRF3,ADGRF3,monkey
ADGRF4,ADGRF4,monkey
ADGRF5,ADGRF5,monkey
ADGRG1,ADGRG1,monkey
ADGRG2,ADGRG2,monkey
ADGRG3,ADGRG3,monkey
ADGRG4,ADGRG4,monkey
ADGRG5,ADGRG5,monkey
ADGRG6,ADGRG6,monkey
ADGRG7,ADGRG7,monkey
ADGRL1,ADGRL1,monkey
ADGRL2,ADGRL2,monkey
ADGRL3,ADGRL3,monkey
ADGRL4,ADGRL4,monkey
ADGRV1,ADGRV1,monkey
ADH1A,ADH1A,monkey
ADH1B,ADH1B,monkey
ADH1B,ADH1C,monkey
ADH4,ADH4,monkey
ADH6,ADH6,monkey
ADH7,ADH7,monkey
ADI1,ADI1,monkey
ADIPOQ,ADIPOQ,monkey
ADIPOR1,ADIPOR1,monkey
ADIPOR2,ADIPOR2,monkey
ADK,ADK,monkey
ADM,ADM,monkey
ADM5,ADM5,monkey
ADNP,ADNP,monkey
ADNP2,ADNP2,monkey
ADO,ADO,monkey
ADORA1,ADORA1,monkey
ADORA2A,ADORA2A,monkey
ADPGK,ADPGK,monkey
ADPRHL2,ADPRS,monkey
ADRA1A,ADRA1A,monkey
ADRA2A,ADRA2A,monkey
ADRA2B,ADRA2B,monkey
ADRA2C,ADRA2C,monkey
ADRB1,ADRB1,monkey
ADRB2,ADRB2,monkey
ADRB3,ADRB3,monkey
ADRB3,ENSG00000285880.1,monkey
ADRM1,ADRM1,monkey
ADSL,ADSL,monkey
ADSS,ADSS2,monkey
ADSSL1,ADSS1,monkey
ADTRP,ADTRP,monkey
AEBP2,AEBP2,monkey
AEN,AEN,monkey
AFAP1,AFAP1,monkey
AFAP1L1,AFAP1L1,monkey
AFAP1L2,AFAP1L2,monkey
AFDN,AFDN,monkey
AFF1,AFF1,monkey
AFF2,AFF2,monkey
AFF4,AFF4,monkey
AFG1L,AFG1L,monkey
AFM,AFM,monkey
AFMID,AFMID,monkey
AFP,AFP,monkey
AFTPH,AFTPH,monkey
AGA,AGA,monkey
AGAP1,AGAP1,monkey
AGAP1,AGAP3,monkey
AGAP2,AGAP2,monkey
AGAP3,AGAP3,monkey
AGBL1,AGBL1,monkey
AGBL2,AGBL2,monkey
AGBL3,AGBL3,monkey
AGBL4,AGBL4,monkey
AGER,AGER,monkey
AGFG1,AGFG1,monkey
AGFG2,AGFG2,monkey
AGGF1,AGGF1,monkey
AGGF1,ENSG00000285000.1,monkey
AGK,AGK,monkey
AGL,AGL,monkey
AGMAT,AGMAT,monkey
AGMO,AGMO,monkey
AGO1,AGO1,monkey
AGO2,AGO2,monkey
AGO3,AGO3,monkey
AGO4,AGO3,monkey
AGO4,AGO4,monkey
AGPAT1,AGPAT1,monkey
AGPAT2,AGPAT2,monkey
AGPAT3,AGPAT3,monkey
AGPAT4,AGPAT4,monkey
AGPAT5,AGPAT5,monkey
AGPS,AGPS,monkey
AGR2,AGR2,monkey
AGR3,AGR3,monkey
AGRN,AGRN,monkey
AGT,AGT,monkey
AGTPBP1,AGTPBP1,monkey
AGTR1,AGTR1,monkey
AGTR2,AGTR2,monkey
AGTRAP,AGTRAP,monkey
AGXT,AGXT,monkey
AGXT2,AGXT2,monkey
AHCTF1,AHCTF1,monkey
AHCYL1,AHCYL1,monkey
AHCYL2,AHCYL2,monkey
AHDC1,AHDC1,monkey
AHI1,AHI1,monkey
AHNAK,AHNAK,monkey
AHSA1,AHSA1,monkey
AHSG,AHSG,monkey
AHSP,AHSP,monkey
AICDA,AICDA,monkey
AIF1,AIF1,monkey
AIF1L,AIF1L,monkey
AIFM1,AIFM1,monkey
AIFM2,AIFM2,monkey
AIFM3,AIFM3,monkey
AIG1,AIG1,monkey
AIM2,AIM2,monkey
AIMP1,AIMP1,monkey
AIMP2,AIMP2,monkey
AIP,AIP,monkey
AIPL1,AIPL1,monkey
AIRE,AIRE,monkey
AJM1,AJM1,monkey
AJUBA,AJUBA,monkey
AK1,AK1,monkey
AK2,AK2,monkey
AK3,AK3,monkey
AK5,AK5,monkey
AK6,AK6,monkey
AK7,AK7,monkey
AK8,AK8,monkey
AK9,AK9,monkey
AKAP1,AKAP1,monkey
AKAP10,AKAP10,monkey
AKAP11,AKAP11,monkey
AKAP12,AKAP12,monkey
AKAP13,AKAP13,monkey
AKAP14,AKAP14,monkey
AKAP17A,AKAP17A,monkey
AKAP3,AKAP3,monkey
AKAP4,AKAP4,monkey
AKAP5,AKAP5,monkey
AKAP6,AKAP6,monkey
AKAP7,AKAP7,monkey
AKAP8L,AKAP8,monkey
AKAP8L,AKAP8L,monkey
AKAP9,AKAP9,monkey
AKIP1,AKIP1,monkey
AKIRIN1,AKIRIN1,monkey
AKIRIN2,AKIRIN2,monkey
AKNA,AKNA,monkey
AKNAD1,AKNAD1,monkey
AKR1A1,AKR1A1,monkey
AKR1A1,NASP,monkey
AKR1B1,AKR1B1,monkey
AKR1C1,AKR1C1,monkey
AKR1C1,AKR1C2,monkey
AKR1C1,AKR1C3,monkey
AKR1C2,AKR1C1,monkey
AKR1C2,AKR1C2,monkey
AKR1C2,AKR1C4,monkey
AKR1C8P,AKR1C8,monkey
AKR1D1,AKR1D1,monkey
AKR1E2,AKR1E2,monkey
AKR7A2,AKR7A2,monkey
AKR7A3,AKR7A3,monkey
AKR7A3,AKR7L,monkey
AKT1,AKT1,monkey
AKT1,AKT2,monkey
AKT1,AKT3,monkey
AKT2,AKT2,monkey
AKT3,AKT3,monkey
AKTIP,AKTIP,monkey
ALAD,ALAD,monkey
ALAS1,ALAS1,monkey
ALAS2,ALAS2,monkey
ALB,ALB,monkey
ALCAM,ALCAM,monkey
ALDH16A1,ALDH16A1,monkey
ALDH18A1,ALDH18A1,monkey
ALDH1A1,ALDH1A1,monkey
ALDH1A2,ALDH1A2,monkey
ALDH1A3,ALDH1A3,monkey
ALDH1B1,ALDH1B1,monkey
ALDH1L1,ALDH1L1,monkey
ALDH1L2,ALDH1L2,monkey
ALDH2,ALDH2,monkey
ALDH3A1,ALDH3A1,monkey
ALDH3A2,ALDH3A2,monkey
ALDH3B1,ALDH3B1,monkey
ALDH3B2,ALDH3B2,monkey
ALDH4A1,ALDH4A1,monkey
ALDH5A1,ALDH5A1,monkey
ALDH6A1,ALDH6A1,monkey
ALDH8A1,ALDH8A1,monkey
ALDOB,ALDOB,monkey
ALDOC,ALDOC,monkey
ALG11,ALG11,monkey
ALG12,ALG12,monkey
ALG13,ALG13,monkey
ALG2,ALG2,monkey
ALG3,ALG3,monkey
ALG5,ALG5,monkey
ALG6,ALG6,monkey
ALG8,ALG8,monkey
ALK,ALK,monkey
ALKBH1,ALKBH1,monkey
ALKBH2,ALKBH2,monkey
ALKBH3,ALKBH3,monkey
ALKBH4,ALKBH4,monkey
ALKBH6,ALKBH6,monkey
ALKBH7,ALKBH7,monkey
ALKBH8,ALKBH8,monkey
ALLC,ALLC,monkey
ALMS1,ALMS1,monkey
ALOX12,ALOX12,monkey
ALOX12B,ALOX12B,monkey
ALOX15,ALOX15,monkey
ALOX15B,ALOX15B,monkey
ALOX5,ALOX5,monkey
ALOX5AP,ALOX5AP,monkey
ALOXE3,ALOXE3,monkey
ALPI,ALPI,monkey
ALPK1,ALPK1,monkey
ALPK2,ALPK2,monkey
ALPK3,ALPK3,monkey
ALPL,ALPL,monkey
ALS2,ALS2,monkey
ALS2CL,ALS2CL,monkey
ALYREF,ALYREF,monkey
AMACR,AMACR,monkey
AMACR,ENSG00000289791.1,monkey
AMBN,AMBN,monkey
AMBP,AMBP,monkey
AMBRA1,AMBRA1,monkey
AMD1,AMD1,monkey
AMDHD1,AMDHD1,monkey
AMELX,AMELX,monkey
AMELY,AMELY,monkey
AMER1,AMER1,monkey
AMER2,AMER2,monkey
AMER3,AMER3,monkey
AMFR,AMFR,monkey
AMHR2,AMHR2,monkey
AMIGO1,AMIGO1,monkey
AMIGO2,AMIGO2,monkey
AMIGO3,AMIGO3,monkey
AMMECR1,AMMECR1,monkey
AMMECR1L,AMMECR1L,monkey
AMN,AMN,monkey
AMN1,AMN1,monkey
AMOT,AMOT,monkey
AMOTL1,AMOTL1,monkey
AMOTL2,AMOTL2,monkey
AMPD1,AMPD1,monkey
AMPD2,AMPD2,monkey
AMPD3,AMPD3,monkey
AMPH,AMPH,monkey
AMT,AMT,monkey
AMTN,AMTN,monkey
AMY2B,AMY1A,monkey
AMY2B,AMY1B,monkey
AMY2B,AMY1C,monkey
AMY2B,AMY2A,monkey
AMY2B,AMY2B,monkey
AMZ2,AMZ2,monkey
ANAPC1,ANAPC1,monkey
ANAPC10,ANAPC10,monkey
ANAPC11,ANAPC11,monkey
ANAPC13,ANAPC13,monkey
ANAPC15,ANAPC15,monkey
ANAPC16,ANAPC16,monkey
ANAPC2,ANAPC2,monkey
ANAPC4,ANAPC4,monkey
ANAPC5,ANAPC5,monkey
ANGEL1,ANGEL1,monkey
ANGEL2,ANGEL2,monkey
ANGPT1,ANGPT1,monkey
ANGPT2,ANGPT2,monkey
ANGPT4,ANGPT4,monkey
ANGPTL1,ANGPTL1,monkey
ANGPTL2,ANGPTL2,monkey
ANGPTL3,ANGPTL3,monkey
ANGPTL4,ANGPTL4,monkey
ANGPTL5,ANGPTL5,monkey
ANGPTL6,ANGPTL6,monkey
ANGPTL7,ANGPTL7,monkey
ANGPTL8,ANGPTL8,monkey
ANHX,ANHX,monkey
ANK1,ANK1,monkey
ANK2,ANK2,monkey
ANK3,ANK3,monkey
ANKAR,ANKAR,monkey
ANKEF1,ANKEF1,monkey
ANKFN1,ANKFN1,monkey
ANKFY1,ANKFY1,monkey
ANKH,ANKH,monkey
ANKIB1,ANKIB1,monkey
ANKLE1,ANKLE1,monkey
ANKMY1,ANKMY1,monkey
ANKMY2,ANKMY2,monkey
ANKRA2,ANKRA2,monkey
ANKRD1,ANKRD1,monkey
ANKRD10,ANKRD10,monkey
ANKRD11,ANKRD11,monkey
ANKRD13A,ANKRD13A,monkey
ANKRD13A,ANKRD13B,monkey
ANKRD13B,ANKRD13B,monkey
ANKRD13C,ANKRD13C,monkey
ANKRD13D,ANKRD13D,monkey
ANKRD16,ANKRD16,monkey
ANKRD2,ANKRD2,monkey
ANKRD22,ANKRD22,monkey
ANKRD23,ANKRD23,monkey
ANKRD24,ANKRD24,monkey
ANKRD26,ANKRD26,monkey
ANKRD27,ANKRD27,monkey
ANKRD28,ANKRD28,monkey
ANKRD29,ANKRD29,monkey
ANKRD30BL,ANKRD30BL,monkey
ANKRD30BL,ENSG00000288319.1,monkey
ANKRD31,ANKRD31,monkey
ANKRD33,ANKRD33,monkey
ANKRD33B,ANKRD33B,monkey
ANKRD34A,ANKRD34A,monkey
ANKRD34B,ANKRD34B,monkey
ANKRD34C,ANKRD34C,monkey
ANKRD35,ANKRD35,monkey
ANKRD37,ANKRD37,monkey
ANKRD40,ANKRD40,monkey
ANKRD42,ANKRD42,monkey
ANKRD44,ANKRD44,monkey
ANKRD46,ANKRD46,monkey
ANKRD49,ANKRD49,monkey
ANKRD50,ANKRD50,monkey
ANKRD52,ANKRD52,monkey
ANKRD54,ANKRD54,monkey
ANKRD55,ANKRD55,monkey
ANKRD6,ANKRD6,monkey
ANKRD60,ANKRD60,monkey
ANKRD61,ANKRD61,monkey
ANKRD63,ANKRD63,monkey
ANKRD66,ANKRD66,monkey
ANKRD7,ANKRD7,monkey
ANKRD9,ANKRD9,monkey
ANKS1A,ANKS1A,monkey
ANKS1B,ANKS1B,monkey
ANKS3,ANKS3,monkey
ANKS4B,ANKS4B,monkey
ANKS6,ANKS6,monkey
ANKUB1,ANKUB1,monkey
ANKZF1,ANKZF1,monkey
ANLN,ANLN,monkey
ANO1,ANO1,monkey
ANO10,ANO10,monkey
ANO2,ANO2,monkey
ANO3,ANO3,monkey
ANO4,ANO4,monkey
ANO5,ANO5,monkey
ANO6,ANO6,monkey
ANO7,ANO7,monkey
ANO9,ANO9,monkey
ANOS1,ANOS1,monkey
ANP32A,ANP32A,monkey
ANP32A,ANP32D,monkey
ANP32B,ANP32B,monkey
ANP32E,ANP32E,monkey
ANPEP,ANPEP,monkey
ANTXR1,ANTXR1,monkey
ANTXR2,ANTXR2,monkey
ANTXRL,ANTXRL,monkey
ANXA1,ANXA1,monkey
ANXA10,ANXA10,monkey
ANXA11,ANXA11,monkey
ANXA13,ANXA13,monkey
ANXA2,ANXA2,monkey
ANXA3,ANXA3,monkey
ANXA4,ANXA4,monkey
ANXA5,ANXA5,monkey
ANXA6,ANXA6,monkey
ANXA7,ANXA7,monkey
ANXA9,ANXA9,monkey
AOAH,AOAH,monkey
AOC1,AOC1,monkey
AOC2,AOC2,monkey
AOC3,AOC3,monkey
AOPEP,AOPEP,monkey
AOX1,AOX1,monkey
AP1B1,AP1B1,monkey
AP1G1,AP1G1,monkey
AP1G1,AP1G2,monkey
AP1G2,AP1G2,monkey
AP1M1,AP1M1,monkey
AP1M2,AP1M2,monkey
AP1S1,AP1S1,monkey
AP1S2,AP1S2,monkey
AP1S3,AP1S3,monkey
AP2A1,AP2A1,monkey
AP2A2,AP2A2,monkey
AP2B1,AP2B1,monkey
AP2M1,AP2M1,monkey
AP2S1,AP2S1,monkey
AP3B1,AP3B1,monkey
AP3B2,AP3B2,monkey
AP3D1,AP3D1,monkey
AP3M1,AP3M1,monkey
AP3M2,AP3M2,monkey
AP3S1,AP3S1,monkey
AP3S2,AP3S2,monkey
AP3S2,ARPIN,monkey
AP3S2,ARPIN-AP3S2,monkey
AP4B1,AP4B1,monkey
AP4E1,AP4E1,monkey
AP4M1,AP4M1,monkey
AP4S1,AP4S1,monkey
AP5B1,AP5B1,monkey
AP5M1,AP5M1,monkey
AP5S1,AP5S1,monkey
AP5Z1,AP5Z1,monkey
APAF1,APAF1,monkey
APBA1,APBA1,monkey
APBA2,APBA2,monkey
APBB1,APBB1,monkey
APBB1IP,APBB1IP,monkey
APBB2,APBB2,monkey
APBB3,APBB3,monkey
APC2,APC2,monkey
APCDD1L,APCDD1L,monkey
APCS,APCS,monkey
APEH,APEH,monkey
APEX1,APEX1,monkey
APEX2,APEX2,monkey
APH1A,APH1A,monkey
APH1B,APH1B,monkey
API5,API5,monkey
APIP,APIP,monkey
APLF,APLF,monkey
APLNR,APLNR,monkey
APLP1,APLP1,monkey
APLP2,APLP2,monkey
APOA1,APOA1,monkey
APOA2,APOA2,monkey
APOA4,APOA4,monkey
APOB,APOB,monkey
APOBEC2,APOBEC2,monkey
APOBEC3A,APOBEC3A,monkey
APOBEC3C,APOBEC3C,monkey
APOBEC3F,APOBEC3D,monkey
APOBEC3F,APOBEC3F,monkey
APOBEC3F,ENSG00000284554.2,monkey
APOBEC3G,APOBEC3F,monkey
APOBEC3G,APOBEC3G,monkey
APOBEC3H,APOBEC3H,monkey
APOBEC4,APOBEC4,monkey
APOBR,APOBR,monkey
APOC2,APOC2,monkey
APOC2,APOC4-APOC2,monkey
APOC3,APOC3,monkey
APOD,APOD,monkey
APOE,APOE,monkey
APOL2,APOL1,monkey
APOL2,APOL2,monkey
APOL4,APOL3,monkey
APOL4,APOL4,monkey
APOL5,APOL5,monkey
APOL6,APOL6,monkey
APOLD1,APOLD1,monkey
APOM,APOM,monkey
APOO,APOO,monkey
APOOL,APOOL,monkey
APP,APP,monkey
APPBP2,APPBP2,monkey
APPL1,APPL1,monkey
APPL2,APPL2,monkey
APRT,APRT,monkey
APTX,APTX,monkey
AQP1,AQP1,monkey
AQP10,AQP10,monkey
AQP11,AQP11,monkey
AQP2,AQP2,monkey
AQP3,AQP3,monkey
AQP4,AQP4,monkey
AQP5,AQP5,monkey
AQP6,AQP6,monkey
AQP8,AQP8,monkey
AQP9,AQP9,monkey
AQR,AQR,monkey
AR,AR,monkey
ARAF,ARAF,monkey
ARAP1,ARAP1,monkey
ARAP2,ARAP2,monkey
ARAP3,ARAP3,monkey
ARC,ARC,monkey
ARCN1,ARCN1,monkey
AREG,AREG,monkey
AREL1,AREL1,monkey
ARF4,ARF4,monkey
ARF5,ARF5,monkey
ARF6,ARF6,monkey
ARFGAP1,ARFGAP1,monkey
ARFGAP2,ARFGAP2,monkey
ARFGAP3,ARFGAP3,monkey
ARFGEF1,ARFGEF1,monkey
ARFGEF2,ARFGEF1,monkey
ARFGEF2,ARFGEF2,monkey
ARFGEF3,ARFGEF3,monkey
ARFIP1,ARFIP1,monkey
ARFIP2,ARFIP2,monkey
ARFRP1,ARFRP1,monkey
ARG1,ARG1,monkey
ARG2,ARG2,monkey
ARGFX,ARGFX,monkey
ARHGAP1,ARHGAP1,monkey
ARHGAP10,ARHGAP10,monkey
ARHGAP11A,ARHGAP11A,monkey
ARHGAP12,ARHGAP12,monkey
ARHGAP15,ARHGAP15,monkey
ARHGAP17,ARHGAP17,monkey
ARHGAP18,ARHGAP18,monkey
ARHGAP19,ARHGAP19,monkey
ARHGAP19,ARHGAP19-SLIT1,monkey
ARHGAP20,ARHGAP20,monkey
ARHGAP21,ARHGAP21,monkey
ARHGAP22,ARHGAP22,monkey
ARHGAP23,ARHGAP23,monkey
ARHGAP24,ARHGAP24,monkey
ARHGAP25,ARHGAP25,monkey
ARHGAP26,ARHGAP26,monkey
ARHGAP27,ARHGAP27,monkey
ARHGAP28,ARHGAP28,monkey
ARHGAP29,ARHGAP29,monkey
ARHGAP30,ARHGAP30,monkey
ARHGAP31,ARHGAP31,monkey
ARHGAP32,ARHGAP32,monkey
ARHGAP33,ARHGAP33,monkey
ARHGAP35,ARHGAP35,monkey
ARHGAP36,ARHGAP36,monkey
ARHGAP4,ARHGAP4,monkey
ARHGAP40,ARHGAP40,monkey
ARHGAP42,ARHGAP42,monkey
ARHGAP44,ARHGAP44,monkey
ARHGAP5,ARHGAP5,monkey
ARHGAP6,ARHGAP6,monkey
ARHGAP9,ARHGAP9,monkey
ARHGDIA,ARHGDIA,monkey
ARHGDIG,ARHGDIG,monkey
ARHGEF1,ARHGEF1,monkey
ARHGEF10,ARHGEF10,monkey
ARHGEF10L,ARHGEF10L,monkey
ARHGEF11,ARHGEF11,monkey
